time	fLOW FROM 14
0	0
15	0
30	0
45	0
60	0
75	0
90	0
105	0
120	0
135	0
150	0
165	0
180	0
195	0
210	0
225	0
240	0
255	0
270	0
285	0
300	0
315	0
330	0
345	0
360	0
375	0
390	0
405	0
420	0
435	0
450	0
465	0
480	0
495	0
510	0
525	0
540	0
555	0
570	0
585	0
600	0
615	0
630	0
645	0
660	0
675	0
690	0
705	0
720	0
735	0
750	0
765	0
780	0
795	0
810	0
825	0
840	0
855	0
870	0
885	0
900	0
915	0
930	0
945	0
960	0
975	0
990	0
1005	0
1020	0
1035	0
1050	0
1065	0
1080	0
1095	0
1110	0
1125	0
1140	0
1155	0
1170	0
1185	0
1200	0
1215	0
1230	0
1245	0
1260	0
1275	0
1290	0
1305	0
1320	0
1335	0
1350	0
1365	0
1380	0
1395	0
1410	0
1425	0
1440	0
1455	0
1470	0
1485	0
1500	0
1515	0
1530	0
1545	0
1560	0
1575	0
1590	0
1605	0
1620	0
1635	0
1650	0
1665	0
1680	0
1695	0
1710	0
1725	0
1740	0
1755	0
1770	0
1785	0
1800	0
1815	0
1830	0
1845	0
1860	0
1875	0
1890	0
1905	0
1920	0
1935	0
1950	0
1965	0
1980	0
1995	0
2010	0
2025	0
2040	0
2055	0
2070	0
2085	0
2100	0
2115	0
