1	25	25	25
2	25	25	25
3	25	25	25
4	25	25	25
5	25	25	25
6	25	25	25
7	25	25	25
8	25	25	25
9	25	25	25
10	25	25	25
11	25	25	25
12	25	25	25
13	25	25	25
14	25	25	25
15	25	25	25
16	25	25	25
17	25	25	25
18	25	25	25
19	25	25	25
20	25	25	25
21	25	25	25
22	25	25	25
23	25	25	25
24	25	25	25
25	25	25	25
26	25	25	25
27	25	25	25
28	25	25	25
29	25	25	25
30	25	25	25
31	25	25	25
32	25	25	25
33	25	25	25
34	25	25	25
35	25	25	25
36	25	25	25
37	25	25	25
38	25	25	25
39	25	25	25
40	25	25	25
41	25	25	25
1	25	25	25
2	25	25	25
3	25	25	25
4	25	25	25
5	25	25	25
6	25	25	25
7	25	25	25
8	25	25	25
9	25	25	25
10	25	25	25
11	25	25	25
12	25	25	25
13	25	25	25
14	25	25	25
15	25	25	25
16	25	25	25
17	25	25	25
18	25	25	25
19	25	25	25
20	25	25	25
21	25	25	25
22	25	25	25
23	25	25	25
24	25	25	25
25	25	25	25
26	25	25	25
27	25	25	25
28	25	25	25
29	25	25	25
30	25	25	25
31	25	25	25
32	25	25	25
33	25	25	25
34	25	25	25
35	25	25	25
36	25	25	25
37	25	25	25
38	25	25	25
39	25	25	25
40	25	25	25
41	25	25	25
1	25	25	25
2	25	25	25
3	25	25	25
4	25	25	25
5	25	25	25
6	25	25	25
7	25	25	25
8	25	25	25
9	25	25	25
10	25	25	25
11	25	25	25
12	25	25	25
13	25	25	25
14	25	25	25
15	25	25	25
16	25	25	25
17	25	25	25
18	25	25	25
19	25	25	25
20	25	25	25
21	25	25	25

